,STATION,DATE,ENTRIES,EXITS
2667,7 AV,08/19,16061794928,17526806032
2668,7 AV,09/19,15417981271,16833178842
2669,7 AV,10/19,16247847488,17700105177
2670,7 AV,11/19,15835463802,17230628074
2671,7 AV,12/19,16591604419,18000064779
2672,7 AV,01/20,16744556692,18141637340
2673,7 AV,02/20,15837096146,17143013141
2674,7 AV,03/20,17036497234,18410588037
2675,7 AV,04/20,16555550531,17898510329
2676,7 AV,05/20,17098757528,18479211087
2677,7 AV,06/20,16356976336,17350121577
2678,7 AV,07/20,16105366338,17161972212
2679,7 AV,08/20,15265701752,16420976634
2680,7 AV,09/20,14760476791,15838815504
2681,7 AV,10/20,15458154225,16609382697
2682,7 AV,11/20,14903086928,16028702323
2683,7 AV,12/20,15081569546,16252089153
2684,7 AV,01/21,15416448777,16592122215
2685,7 AV,02/21,13844272815,14923367124
2686,7 AV,03/21,12942365128,13951555066
2687,71 ST,12/18,1558569203,916052793
2688,71 ST,01/19,4822919576,2830682196
2689,71 ST,02/19,4425675780,2594038034
2690,71 ST,03/19,4868005444,2849041382
2691,71 ST,04/19,4770364872,2782596436
2692,71 ST,05/19,4957412185,2885807474
2693,71 ST,06/19,4823932037,2802476461
2694,71 ST,07/19,5065495604,2936894340
2695,71 ST,08/19,5120493118,2962159360
2696,71 ST,09/19,4901579019,2829803960
2697,71 ST,10/19,5093460791,2932750431
2698,71 ST,11/19,4983380972,2862510334
2699,71 ST,12/19,5147665507,2950169426
2700,71 ST,01/20,5154802057,2945070394
2701,71 ST,02/20,4835168819,2759308987
2702,71 ST,03/20,5305093181,3021835107
2703,71 ST,04/20,5058640068,2880307140
2704,71 ST,05/20,5230637305,2978451556
2705,71 ST,06/20,5066836324,2885387354
2706,71 ST,07/20,5327814929,3033752964
2707,71 ST,08/20,5251484199,2989767355
2708,71 ST,09/20,5091284358,2897628703
2709,71 ST,10/20,5271712948,2999097699
2710,71 ST,11/20,5066645754,2905361689
2711,71 ST,12/20,5159867701,3012292760
2712,71 ST,01/21,5122777255,2991740947
2713,71 ST,02/21,4634175128,2705504130
2714,71 ST,03/21,4281866629,2499326529
2715,72 ST,12/18,215464343336,283402847072
2716,72 ST,01/19,662591028229,877072973231
2717,72 ST,02/19,607697509255,799019495606
2718,72 ST,03/19,686655252982,915125446257
2719,72 ST,04/19,641116646284,849910071409
2720,72 ST,05/19,664666546058,882486726119
2721,72 ST,06/19,646246344002,849670516934
2722,72 ST,07/19,619434416160,830207262514
2723,72 ST,08/19,147746199558,341870097851
2724,72 ST,09/19,141263336559,328045202471
2725,72 ST,10/19,145523868130,337426006713
2726,72 ST,11/19,140921486425,326668708182
2727,72 ST,12/19,146542027664,339552874441
2728,72 ST,01/20,145999486824,337984897087
2729,72 ST,02/20,136728108900,316355440630
2730,72 ST,03/20,146254776398,338309044637
2731,72 ST,04/20,141606615955,327467061969
2732,72 ST,05/20,146341714696,338403706347
2733,72 ST,06/20,141641996025,327516020338
2734,72 ST,07/20,146388111036,338471818311
2735,72 ST,08/20,147349114335,340447526479
2736,72 ST,09/20,141750731672,327666444307
2737,72 ST,10/20,145236688291,336407706192
2738,72 ST,11/20,139565185554,324746699475
2739,72 ST,12/20,145772023004,339265677981
2740,72 ST,01/21,145164810120,337619434666
2741,72 ST,02/21,130401315937,303208525696
2742,72 ST,03/21,121729591822,283196987908
2743,72 ST-2 AVE,12/18,7983081213,867407361
2744,72 ST-2 AVE,01/19,25349133461,2806220816
2745,72 ST-2 AVE,02/19,23066237474,2643909200
2746,72 ST-2 AVE,03/19,25365761725,3026990156
2747,72 ST-2 AVE,04/19,24444080814,3039546459
2748,72 ST-2 AVE,05/19,25542482767,3288401616
2749,72 ST-2 AVE,06/19,25261525240,3346295748
2750,72 ST-2 AVE,07/19,26107034372,3580117471
2751,72 ST-2 AVE,08/19,25857194712,3670430141
2752,72 ST-2 AVE,09/19,25007714973,3640724586
2753,72 ST-2 AVE,10/19,26161809208,3940655943
2754,72 ST-2 AVE,11/19,25460791038,3935579796
2755,72 ST-2 AVE,12/19,26451781819,4191160655
2756,72 ST-2 AVE,01/20,26862484137,4345524722
2757,72 ST-2 AVE,02/20,25153655156,4175977331
2758,72 ST-2 AVE,03/20,26868166674,4556992674
2759,72 ST-2 AVE,04/20,26015240409,4417979763
2760,72 ST-2 AVE,05/20,26901639528,4588981652
2761,72 ST-2 AVE,06/20,26011315580,4416374495
2762,72 ST-2 AVE,07/20,26945787938,4637100178
2763,72 ST-2 AVE,08/20,26991846791,4677507853
2764,72 ST-2 AVE,09/20,26301955001,4591310683
2765,72 ST-2 AVE,10/20,27073607536,4763455860
2766,72 ST-2 AVE,11/20,26259758719,4669877104
2767,72 ST-2 AVE,12/20,27177349187,4870407083
2768,72 ST-2 AVE,01/21,27344140319,4922065050
2769,72 ST-2 AVE,02/21,24534240632,4479176238
2770,72 ST-2 AVE,03/21,22940722142,4200747224
2771,74 ST-BROADWAY,12/18,901001981,898872276
2772,74 ST-BROADWAY,01/19,2803152808,2801315158
2773,74 ST-BROADWAY,02/19,2544594991,2549636426
2774,74 ST-BROADWAY,03/19,2817050144,2829704802
2775,74 ST-BROADWAY,04/19,2757212210,2776984695
2776,74 ST-BROADWAY,05/19,2853570200,2886550709
2777,74 ST-BROADWAY,06/19,2790604128,2825731139
2778,74 ST-BROADWAY,07/19,2884732055,2929307803
2779,74 ST-BROADWAY,08/19,2729642468,2801663267
2780,74 ST-BROADWAY,09/19,2902166795,2963358080
2781,74 ST-BROADWAY,10/19,2951896783,3022518505
2782,74 ST-BROADWAY,11/19,2937292369,3013208380
2783,74 ST-BROADWAY,12/19,3002047978,3089716546
2784,74 ST-BROADWAY,01/20,3034425030,3131081963
2785,74 ST-BROADWAY,02/20,2839755486,2938197519
2786,74 ST-BROADWAY,03/20,2983801199,3094322684
2787,74 ST-BROADWAY,04/20,2938643472,3049778582
2788,74 ST-BROADWAY,05/20,3038280644,3154411425
2789,74 ST-BROADWAY,06/20,2975618430,3091325553
2790,74 ST-BROADWAY,07/20,3110757462,3235319122
2791,74 ST-BROADWAY,08/20,3034194940,3160131268
2792,74 ST-BROADWAY,09/20,2942114277,3075149443
2793,74 ST-BROADWAY,10/20,3146495098,3287251173
2794,74 ST-BROADWAY,11/20,2988932971,3127650714
2795,74 ST-BROADWAY,12/20,3061828113,3208841738
2796,74 ST-BROADWAY,01/21,3068333515,3220441686
2797,74 ST-BROADWAY,02/21,2791769061,2934177229
2798,74 ST-BROADWAY,03/21,2564145952,2698863238
2799,75 AV,12/18,28576829832,58632664117
2800,75 AV,01/19,89799226908,183784711819
2801,75 AV,02/19,80514983753,165149536614
2802,75 AV,03/19,88325169779,180819564533
2803,75 AV,04/19,86264601125,176877415501
2804,75 AV,05/19,88664753136,181764039606
2805,75 AV,06/19,89635447231,183719065207
2806,75 AV,07/19,88601295227,181765699089
2807,75 AV,08/19,88714203868,181765766261
2808,75 AV,09/19,85868015485,175903044756
2809,75 AV,10/19,88747698779,181767387109
2810,75 AV,11/19,86378784212,176882048108
2811,75 AV,12/19,88307813528,180792431705
2812,75 AV,01/20,89752298953,183724352428
2813,75 AV,02/20,84039074042,171998077014
2814,75 AV,03/20,88346766182,180793872812
2815,75 AV,04/20,85965234554,175908381598
2816,75 AV,05/20,88354293334,180795111747
2817,75 AV,06/20,85968113196,175909153006
2818,75 AV,07/20,88732853316,181772832462
2819,75 AV,08/20,85323496274,179348729857
2820,75 AV,09/20,85978999240,175910439838
2821,75 AV,10/20,88850019364,181774610949
2822,75 AV,11/20,86465234296,176888332797
2823,75 AV,12/20,89337873108,182752967224
2824,75 AV,01/21,88864608169,181776190465
2825,75 AV,02/21,80268832158,164185412445
2826,75 AV,03/21,73993496174,151447427197
2827,75 ST-ELDERTS,12/18,708184712,623479819
2828,75 ST-ELDERTS,01/19,2205219450,1939551703
2829,75 ST-ELDERTS,02/19,2004025072,1760426226
2830,75 ST-ELDERTS,03/19,2217819803,1945796149
2831,75 ST-ELDERTS,04/19,2189555399,1918177507
2832,75 ST-ELDERTS,05/19,2240780046,1961231024
2833,75 ST-ELDERTS,06/19,2219080916,1943934752
2834,75 ST-ELDERTS,07/19,2358837827,2066839631
2835,75 ST-ELDERTS,08/19,2462446222,2155915310
2836,75 ST-ELDERTS,09/19,2253657199,1971143192
2837,75 ST-ELDERTS,10/19,2339987057,2043837775
2838,75 ST-ELDERTS,11/19,2294929921,2002546754
2839,75 ST-ELDERTS,12/19,2382734004,2077801461
2840,75 ST-ELDERTS,01/20,2385714162,2078005190
2841,75 ST-ELDERTS,02/20,2079997612,1818018550
2842,75 ST-ELDERTS,03/20,1511920940,1491177592
2843,75 ST-ELDERTS,04/20,1254309452,1235755808
2844,75 ST-ELDERTS,05/20,1299160871,1279573721
2845,75 ST-ELDERTS,06/20,1253526635,1232862565
2846,75 ST-ELDERTS,07/20,1308858532,1287175899
2847,75 ST-ELDERTS,08/20,1421016590,1396003091
2848,75 ST-ELDERTS,09/20,1279764801,1255418237
2849,75 ST-ELDERTS,10/20,1330543475,1302758566
2850,75 ST-ELDERTS,11/20,1461789752,1428363954
2851,75 ST-ELDERTS,12/20,1798634876,1753107530
2852,75 ST-ELDERTS,01/21,1345856611,1311434351
2853,75 ST-ELDERTS,02/21,1228942593,1196016755
2854,75 ST-ELDERTS,03/21,1138972008,1109246068
2855,77 ST,12/18,17105475882,7084354551
2856,77 ST,01/19,53211477774,22075146739
2857,77 ST,02/19,46186333493,20187809300
2858,77 ST,03/19,55644892343,22676169352
2859,77 ST,04/19,52432368113,21819000001
2860,77 ST,05/19,53796724257,22689456277
2861,77 ST,06/19,52184844150,21969602802
2862,77 ST,07/19,57333390237,23597442305
2863,77 ST,08/19,53990656585,23037846018
2864,77 ST,09/19,52611154483,22399928047
2865,77 ST,10/19,54328505663,23200664021
2866,77 ST,11/19,52951643772,22668688881
2867,77 ST,12/19,54808213619,23416334010
2868,77 ST,01/20,54956619039,23624914102
2869,77 ST,02/20,51573482906,22229549282
2870,77 ST,03/20,55668156168,23870293821
2871,77 ST,04/20,53466804380,23127292250
2872,77 ST,05/20,55014736913,23871243463
2873,77 ST,06/20,53500869961,23166188147
2874,77 ST,07/20,55131740216,23876735152
2875,77 ST,08/20,55259618711,23958225162
2876,77 ST,09/20,53574082967,23277886781
2877,77 ST,10/20,54820543625,24000062224
2878,77 ST,11/20,54014177817,23578450713
2879,77 ST,12/20,55432400606,24291329171
2880,77 ST,01/21,40640345904,22380081192
2881,77 ST,02/21,26432868385,18896408056
2882,77 ST,03/21,24498974205,17557178202
2883,79 ST,12/18,7924600981,8527400404
2884,79 ST,01/19,24755053931,26508584458
2885,79 ST,02/19,22428178451,23965700434
2886,79 ST,03/19,24743442588,26319705054
2887,79 ST,04/19,24314087669,25797687806
2888,79 ST,05/19,25236529695,26706901397
2889,79 ST,06/19,24870430606,25959738933
2890,79 ST,07/19,25385645752,26756812391
2891,79 ST,08/19,25450278410,26786104869
2892,79 ST,09/19,24753219394,26075375377
2893,79 ST,10/19,25991846146,27378705174
2894,79 ST,11/19,24995676530,26177992774
2895,79 ST,12/19,25675377607,26813754983
2896,79 ST,01/20,25530093114,26302291352
2897,79 ST,02/20,24191709276,25116183905
2898,79 ST,03/20,117617935687,122407767727
2899,79 ST,04/20,124534424501,129547370122
2900,79 ST,05/20,126304624057,131500406186
2901,79 ST,06/20,125738642335,130702998858
2902,79 ST,07/20,148233425738,153013764393
2903,79 ST,08/20,127130136471,132366456670
2904,79 ST,09/20,122299568899,127298565979
2905,79 ST,10/20,126974060415,132124861540
2906,79 ST,11/20,122913025669,127896107117
2907,79 ST,12/20,115509689804,112679730625
2908,79 ST,01/21,99980971517,95896502037
2909,79 ST,02/21,102920846740,99110607881
2910,79 ST,03/21,97834797683,94308232927
2911,8 AV,12/18,12155542065,5606815024
2912,8 AV,01/19,38417276611,17782930182
2913,8 AV,02/19,35345792543,16336299357
2914,8 AV,03/19,37081181072,16992408577
2915,8 AV,04/19,36008024593,16857631545
2916,8 AV,05/19,37905652640,17725216686
2917,8 AV,06/19,35354121155,16820568394
2918,8 AV,07/19,28422048252,14793776951
2919,8 AV,08/19,28404040953,14876765851
2920,8 AV,09/19,27805070919,14608467801
2921,8 AV,10/19,28780952405,15174996458
2922,8 AV,11/19,28173766377,14900369845
2923,8 AV,12/19,29057832143,15446999233
2924,8 AV,01/20,28338749690,14322358517
2925,8 AV,02/20,27319810638,13171092310
2926,8 AV,03/20,85742907198,183903816355
2927,8 AV,04/20,112035302086,264312823358
2928,8 AV,05/20,114058152288,268825835541
2929,8 AV,06/20,111259918377,264349383720
2930,8 AV,07/20,117539960758,278903242899
2931,8 AV,08/20,118082041108,278926461968
2932,8 AV,09/20,112053348842,264353955576
2933,8 AV,10/20,116440924760,274665261666
2934,8 AV,11/20,112036014603,264377839158
2935,8 AV,12/20,64410887092,117411728617
2936,8 AV,01/21,27412116230,12951824920
2937,8 AV,02/21,24668103074,11691765219
2938,8 AV,03/21,23051585047,10923295668
2939,8 ST-NYU,12/18,6723506439,3462936658
2940,8 ST-NYU,01/19,21224172069,10914358693
2941,8 ST-NYU,02/19,18658813942,9777732887
2942,8 ST-NYU,03/19,20762394258,10811293948
2943,8 ST-NYU,04/19,19542296121,9875475097
2944,8 ST-NYU,05/19,19654871298,10153110502
2945,8 ST-NYU,06/19,19351046437,9880745972
2946,8 ST-NYU,07/19,19976243500,10241320892
2947,8 ST-NYU,08/19,20293656431,10390773881
2948,8 ST-NYU,09/19,19582986393,10044720297
2949,8 ST-NYU,10/19,20400380160,10479638411
2950,8 ST-NYU,11/19,19824082664,10145183727
2951,8 ST-NYU,12/19,20494769200,10514975890
2952,8 ST-NYU,01/20,20684719991,10655613120
2953,8 ST-NYU,02/20,19755137456,10183502304
2954,8 ST-NYU,03/20,20638098495,10663562742
2955,8 ST-NYU,04/20,19985423528,10339633975
2956,8 ST-NYU,05/20,20731245507,10721800788
2957,8 ST-NYU,06/20,20020901878,10339302784
2958,8 ST-NYU,07/20,20664089849,10685329040
2959,8 ST-NYU,08/20,20721134810,10732143616
2960,8 ST-NYU,09/20,20064685082,10397823077
2961,8 ST-NYU,10/20,20553901891,10753010762
2962,8 ST-NYU,11/20,20034321058,10481820826
2963,8 ST-NYU,12/20,21964723764,10479628789
2964,8 ST-NYU,01/21,19760918282,6913379236
2965,8 ST-NYU,02/21,17807815537,6237583199
2966,8 ST-NYU,03/21,16534748890,5798369900
2967,80 ST,12/18,8083692941,545245627
2968,80 ST,01/19,25570987834,1713433440
2969,80 ST,02/19,22663335388,1543332867
2970,80 ST,03/19,24166343987,1655182393
2971,80 ST,04/19,24575306564,1686547073
2972,80 ST,05/19,25955894810,1795875885
2973,80 ST,06/19,24628840209,1716047333
2974,80 ST,07/19,25700585612,1786965358
2975,80 ST,08/19,25215438318,1778418386
2976,80 ST,09/19,24801489185,1746964566
2977,80 ST,10/19,25257571162,1801507002
2978,80 ST,11/19,24464187040,1755273969
2979,80 ST,12/19,25308854460,1829568002
2980,80 ST,01/20,25688126294,1845208052
2981,80 ST,02/20,23720392892,1735858928
2982,80 ST,03/20,25353286155,1855067216
2983,80 ST,04/20,24540339151,1798154807
2984,80 ST,05/20,25741217425,1875009735
2985,80 ST,06/20,24546580138,1801983371
2986,80 ST,07/20,25370452355,1865407728
2987,80 ST,08/20,25376964673,1869543692
2988,80 ST,09/20,24554832164,1807126203
2989,80 ST,10/20,22437890274,1868753759
2990,80 ST,11/20,21295061018,1817977591
2991,80 ST,12/20,25408500026,1887828424
2992,80 ST,01/21,25401659070,1886195845
2993,80 ST,02/21,22961593346,1712986566
2994,80 ST,03/21,21326875922,1594146186
2995,81 ST-MUSEUM,12/18,3351474090,2515787653
2996,81 ST-MUSEUM,01/19,11102836732,8395554680
2997,81 ST-MUSEUM,02/19,8475712217,6632614163
2998,81 ST-MUSEUM,03/19,8778800727,7557105207
2999,81 ST-MUSEUM,04/19,7780797615,6825146285
3000,81 ST-MUSEUM,05/19,8223589069,7217769908
3001,81 ST-MUSEUM,06/19,8042709877,7045724851
3002,81 ST-MUSEUM,07/19,8525167394,7500298991
3003,81 ST-MUSEUM,08/19,8491381610,7442975990
3004,81 ST-MUSEUM,09/19,8228586546,7206288150
3005,81 ST-MUSEUM,10/19,8557247856,7495222592
3006,81 ST-MUSEUM,11/19,8381208213,7333357648
3007,81 ST-MUSEUM,12/19,8740953645,7646815213
3008,81 ST-MUSEUM,01/20,8368796485,6498597205
3009,81 ST-MUSEUM,02/20,8058917593,6123179691
3010,81 ST-MUSEUM,03/20,8460132811,6432705526
3011,81 ST-MUSEUM,04/20,8139671130,6216869963
3012,81 ST-MUSEUM,05/20,16856931236,8094833248
3013,81 ST-MUSEUM,06/20,23146709974,9207504477
3014,81 ST-MUSEUM,07/20,24038874377,9602602646
3015,81 ST-MUSEUM,08/20,23850000894,9514806753
3016,81 ST-MUSEUM,09/20,23269301128,9261345308
3017,81 ST-MUSEUM,10/20,24240409757,9621093701
3018,81 ST-MUSEUM,11/20,23015485207,9223456411
3019,81 ST-MUSEUM,12/20,24213864648,9773443360
3020,81 ST-MUSEUM,01/21,24000417396,9605342475
3021,81 ST-MUSEUM,02/21,21656691104,8662651415
3022,81 ST-MUSEUM,03/21,20150373442,8080447434
3023,82 ST-JACKSON H,12/18,1995492594,1250945939
3024,82 ST-JACKSON H,01/19,5908011610,3732470016
3025,82 ST-JACKSON H,02/19,5423771616,3456510725
3026,82 ST-JACKSON H,03/19,6107429169,3931280855
3027,82 ST-JACKSON H,04/19,5984204015,3893624623
3028,82 ST-JACKSON H,05/19,6226820852,4093244715
3029,82 ST-JACKSON H,06/19,6136185693,4074338407
3030,82 ST-JACKSON H,07/19,6417145330,4303239428
3031,82 ST-JACKSON H,08/19,6424290195,4349848335
3032,82 ST-JACKSON H,09/19,6362195727,4348542425
3033,82 ST-JACKSON H,10/19,6621179494,4567412240
3034,82 ST-JACKSON H,11/19,6558404818,4559306828
3035,82 ST-JACKSON H,12/19,6782967575,4756241894
3036,82 ST-JACKSON H,01/20,6851135377,4843255468
3037,82 ST-JACKSON H,02/20,6522400695,4642697241
3038,82 ST-JACKSON H,03/20,6937009435,4967274505
3039,82 ST-JACKSON H,04/20,6790465562,4873173462
3040,82 ST-JACKSON H,05/20,7044237335,5067713809
3041,82 ST-JACKSON H,06/20,6888530509,4959147553
3042,82 ST-JACKSON H,07/20,7357543677,5291553244
3043,82 ST-JACKSON H,08/20,6835249031,4648240968
3044,82 ST-JACKSON H,09/20,6644943844,4541477807
3045,82 ST-JACKSON H,10/20,8767260457,6022086739
3046,82 ST-JACKSON H,11/20,6650807260,4590096287
3047,82 ST-JACKSON H,12/20,6935482601,4816153944
3048,82 ST-JACKSON H,01/21,7006737893,4892527231
3049,82 ST-JACKSON H,02/21,6259418668,3754465744
3050,82 ST-JACKSON H,03/21,5661220956,3399868869
3051,85 ST-FOREST PK,12/18,1220318191,1004557190
3052,85 ST-FOREST PK,01/19,3772745405,3102317743
3053,85 ST-FOREST PK,02/19,3439327738,2823972189
3054,85 ST-FOREST PK,03/19,3802186989,3117232324
3055,85 ST-FOREST PK,04/19,3715335509,3040897013
3056,85 ST-FOREST PK,05/19,3854742873,3149848154
3057,85 ST-FOREST PK,06/19,3870824240,3157786179
3058,85 ST-FOREST PK,07/19,3888392852,3166638996
3059,85 ST-FOREST PK,08/19,3905500016,3175511832
3060,85 ST-FOREST PK,09/19,3795490031,3081501303
3061,85 ST-FOREST PK,10/19,4046297259,3279555029
3062,85 ST-FOREST PK,11/19,3852977383,3117397489
3063,85 ST-FOREST PK,12/19,3969047701,3205306311
3064,85 ST-FOREST PK,01/20,3993830856,3221234046
3065,85 ST-FOREST PK,02/20,3752671832,3021841642
3066,85 ST-FOREST PK,03/20,4006260049,3221229619
3067,85 ST-FOREST PK,04/20,3881378454,3119569973
3068,85 ST-FOREST PK,05/20,4022141295,3232545366
3069,85 ST-FOREST PK,06/20,3910010261,3141353295
3070,85 ST-FOREST PK,07/20,3763403583,3022521996
3071,85 ST-FOREST PK,08/20,4075044338,3271442605
3072,85 ST-FOREST PK,09/20,3929952419,3153457216
3073,85 ST-FOREST PK,10/20,4676684659,3751360152
3074,85 ST-FOREST PK,11/20,3946255991,3162453973
3075,85 ST-FOREST PK,12/20,4086031499,3272492799
3076,85 ST-FOREST PK,01/21,4063380943,3251766986
3077,85 ST-FOREST PK,02/21,3770205567,3016790851
3078,85 ST-FOREST PK,03/21,3422784177,2738888459
3079,86 ST,12/18,86534937442,137145071710
3080,86 ST,01/19,268508335675,425322377419
3081,86 ST,02/19,378253091817,412718225326
3082,86 ST,03/19,442991626364,476901947364
3083,86 ST,04/19,441019311389,474508604562
3084,86 ST,05/19,457299794926,494105761652
3085,86 ST,06/19,435286806408,472857654462
3086,86 ST,07/19,381916904040,468694037612
3087,86 ST,08/19,298406142338,439380528243
3088,86 ST,09/19,286007694963,422648616208
3089,86 ST,10/19,293943921089,431626618827
3090,86 ST,11/19,287687911553,425610080997
3091,86 ST,12/19,296981467685,439664847649
3092,86 ST,01/20,261754743907,423682263849
3093,86 ST,02/20,246022148643,397271196663
3094,86 ST,03/20,266860760482,424696264740
3095,86 ST,04/20,258473534730,412717483460
3096,86 ST,05/20,266214959894,424426959356
3097,86 ST,06/20,257484403740,410688547259
3098,86 ST,07/20,258210538777,422592629416
3099,86 ST,08/20,245207380896,416912685031
3100,86 ST,09/20,237192019319,403861870491
3101,86 ST,10/20,243319122036,416987473006
3102,86 ST,11/20,236505076815,405778598966
3103,86 ST,12/20,243299744012,417208037412
3104,86 ST,01/21,243332737303,417308294345
3105,86 ST,02/21,219920133724,377067076057
3106,86 ST,03/21,203074853666,348006211420
3107,86 ST-2 AVE,12/18,3165168427,3677337555
3108,86 ST-2 AVE,01/19,9832863151,11411302080
3109,86 ST-2 AVE,02/19,9034090105,10437001240
